Candidate_ID,Candidate_Name,Party_Name
1625,REKHABEN HARSINGBHAI CHAUDHARI,Bahujan Samaj Party
1626,PARBHUBHAI NAGARBHAI VASAVA,Bharatiya Janata Party
1627,CHAUDHARY SIDDHARTH AMARSINH,Indian National Congress
1628,MUKESHKUMAR CHANDRAKAANT DALAL,Bharatiya Janata Party
1629,SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),Independent
1630,KAZI AYAZ HUSNUDDIN,Independent
1631,MOHAMMAD HANIF SHAH,Garib Kalyan Party
1632,RAMZAN MANSURI (SENIOR JOURNALIST),Log Party
1633,CHANDANSINGH SHIVBADANSINGH THAKUR,Independent
1634,RAJU VARDE,Independent
1635,NAISHADHBHAI BHUPATBHAI  DESAI,Indian National Congress
1636,KADIR MAHEBOOB SAIYED,Social Democratic Party Of India
1637,C R PATIL,Bharatiya Janata Party
1638,SUMANBEN  KHUSHWA (HANSIKA RAJPUT),Sardar Vallabhbhai Patel Party
1639,MALKHAN RAMKISHOR VARMA,Bahujan Samaj Party
1640,KIRIT L. SURATI,Independent
1641,ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,Independent
1642,DR. KANUBHAI KHADADIYA,Socialist Unity Centre Of India (COMMUNIST)
1643,UMESHBHAI MAGANBHAI PATEL,Bahujan Republican  Socialist Party
1644,ANANTKUMAR HASMUKHBHAI PATEL,Indian National Congress
1645,CHIRAGKUMAR BHARATBHAI  PATEL,Independent
1646,MANAKBHAI JATRUBHAI SHANKAR,Bahujan Samaj Party
1647,JAYANTIBHAI KHANDUBHAI SHALUA,Viro Ke Vir Indian Party
1648,DHAVAL LAXMANBHAI  PATEL,Bharatiya Janata Party
1649,RAMANBHAI KARSHANBHAI PATEL,Independent
1650,GURPREET SINGH,Indian National Lok Dal
1651,KAMAL KUMAR BARARA,Aazad Samaj Party (Kanshi Ram)
1652,BANTO KATARIA,Bharatiya Janata Party
1653,BETA MAM CHAND RATTUWALA,Bharatiya Yuva Jan Ekta Party
1654,DR. NITESH CHOPRA (HONEY),Bhartiya Shakti Chetna Party
1655,KIRAN PUNIA,Jannayak Janta Party
1656,SURAJ KUMAR,Bahujan Mukti Party
1657,PAWAN RANDHAWA,Bahujan Samaj Party
1658,BALJEET SINGH,Bharatheeya Jawan Kisan Party
1659,RAKESH KUMAR,Haryana Jansena Party
1660,MEHAR SINGH CHALIA,Ekam Sanatan Bharat Dal
1661,VARUN CHAUDHRY,Indian National Congress
1662,GULAB SINGH NARWAL,Peoples Party of India (Democratic)
1663,MOHAR SINGH STATION MASTER (RETD.),Independent
1664,SUNNY KASHYAP TEORA,Independent
1665,OM PARKASH INDAL,Global Republican Party
1666,ER VISHAL KUMAR,Independent
1667,RAMDIYA,Independent
1668,MANGAT RAM,Independent
1669,SATISH DHULL,Bharatiya Asha Party
1670,DR MAHESH CHAND GAUR,Independent
1671,PALA RAM SAINI,Jannayak Janta Party
1672,SEWA SINGH,Independent
1673,COMRADE RAMESH KHATKAR,Independent
1674,DR SUSHIL GUPTA,Aam Aadmi Party
1675,AMIT MALIK,Independent
1676,DEEPAK MEHRA,Bahujan Samaj Party
1677,SATNAM BHAZIGAR,Loktantrik Lok Rajyam Party
1678,PATASHO DEVI EX-SARPANCH,Independent
1679,JAI KUMAR  SAINI HAMIDPUR,Independent
1680,ABHAY SINGH CHAUTALA,Indian National Lok Dal
1681,JAI PARKASH SHARMA,Independent
1682,INDERJEET KAMBOJ,Peoples Party of India (Democratic)
1683,VARUN GUPTA,Independent
1684,ADVOCATE PARDEEP SAINI,Rashtriya Garib Dal
1685,PHOOL SINGH,Independent
1686,ADV ASHWINI SHARMA HRITTWAL,Independent
1687,NAVEEN JINDAL,Bharatiya Janata Party
1688,KHAZAN SINGH SEHGAL,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
1689,NARESH KUMAR,Samata Party
1690,SATBIR KASHYAP,Rashtriya Janshakti Party(Eklavya)
1691,COMRADE OM PARKASH SHASTRI,Socialist Unity Centre Of India (COMMUNIST)
1692,MAHAVIR SINGH,Ekam Sanatan Bharat Dal
1693,PANDIT ANIL UPADHYAY,Independent
1694,RAN SINGH PANWAR,Independent
1695,SUKHDEV SINGH SANDHU,Independent
1696,JASVIR SINGH,Independent
1697,ASHOK TANWAR,Bharatiya Janata Party
1698,KARNAIL SINGH ODHAN,Independent
1699,RAHUL CHOUHAN,Independent
1700,SANDEEP LOT VALMIKI,Indian National Lok Dal
1701,BAGDAWAT RAM,Independent
1702,RAMESH KHATAK,Jannayak Janta Party
1703,JOGINDER RAM,Independent
1704,LILU RAM ASAKHERA,Bahujan Samaj Party
1705,NAVEEN KUMAR COMMANDO,Independent
1706,MISTRI DAULAT RAM ROLAN,Peoples Party of India (Democratic)
1707,DHARAMPAL VARTIA,Loktantrik Lok Rajyam Party
1708,SATPAL LADWAL,Independent
1709,RAJINDER KUMAR,Bharatiya Asha Party
1710,DR. RAJESH MEHANDIA,Bahujan Republican  Socialist Party
1711,SELJA,Indian National Congress
1712,SURENDER KUMAR PHULAN,Independent
1713,SURENDER,Independent
1714,RAJENDER KUMAR,Independent
1715,VIJAY SINGH,Independent
1716,JAGAT SINGH,Vikas India Party
1717,PARJAPATI RAKESH DHUWARIA,Independent
1718,SURENDER KUMAR,Independent
1719,AJIT SINGH,Independent
1720,KULBIR,Independent
1721,POONAM MOR,Independent
1722,JAI PRAKASH (J.P.) S/O UMA DUTT,Independent
1723,NEERAJ KUMAR âCHHATTARâ,Bharatiya Asha Party
1724,ADVOCATE PARDEEP SIHMAR,Peoples Party of India (Democratic)
1725,MANDEEP,Independent
1726,DINESH KUMAR,Independent
1727,YOGESH BOORA,Independent
1728,JAI PARKASH (J P) S/O HARIKESH,Indian National Congress
1729,RANDHIR SINGH,Independent
1730,JILE SINGH,Independent
1731,PARDEEP DAHIYA,Independent
1732,NAINA SINGH CHAUTALA,Jannayak Janta Party
1733,ISHWAR JHAJHRIA,Independent
1734,DEV GIRI,Rashtriya Lokswaraj Party
1735,CHANDER MOHAN,Independent
1736,DESH RAJ,Bahujan Samaj Party
1737,ATMA RAM BISHNOI,Independent
1738,SUNAINA CHAUTALA,Indian National Lok Dal
1739,MASTER VIJENDER JITPURA,Socialist Unity Centre Of India (COMMUNIST)
1740,RANJIT SINGH,Bharatiya Janata Party
1741,ASHOK KATARIA,Samst Samaj Party
1742,HARJEET SINGH VIRK,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
1743,LEENA KOHLI,Independent
1744,ASHOK KUMAR,Independent
1745,AZAD SINGH PUNIA,Independent
1746,DIVYANSHU BUDHIRAJA,Indian National Congress
1747,BALWAN SINGH,Independent
1748,VINEET CHOUDHARY,Bharatiya Asha Party
1749,MANOHAR LAL,Bharatiya Janata Party
1750,GULSHAN KASHYAP,Independent
1751,ROOP SINGH,Rashtriya Garib Dal
1752,MANISH,Independent
1753,INDER SINGH,Bahujan Samaj Party
1754,DEVENDER KADIAN,Jannayak Janta Party
1755,SONIA,Independent
1756,NITIN GEHLOT,Peoples Party of India (Democratic)
1757,MANOJ BANSAL,Independent
1758,MARATHA VIRENDER VERMA,Nationalist Congress Party â Sharadchandra Pawar
1759,SAWAMI AGNIVESH,Independent
1760,SANJAY DASS,Independent
1761,NIRMAL SINGH,Independent
1762,SATPAL,Independent
1763,ROHTASH,Independent
1764,RAMESH,Independent
1765,RAKESH,Samata Party
1766,NARESH KASHYAP,Aam Aadmi Parivartan Party
1767,GAUBHAGAT SUMIT LATHER,Independent
1768,SUNIL KUMAR,Rashtriya Garib Dal
1769,DR. KAMLESH KUMAR SAINI,Independent
1770,BHUPENDER SINGH MALIK,Jannayak Janta Party
1771,ASHWANI,Independent
1772,RADHEY SHYAM,Peoples Party of India (Democratic)
1773,ANOOP SINGH,Indian National Lok Dal
1774,SANT DHARAMVEER CHOTIVALA,Independent
1775,MOHAN LAL BADOLI,Bharatiya Janata Party
1776,UMESH KUMAR,Bahujan Samaj Party
1777,JAGBEER,Independent
1778,SATPAL BRAHAMCHARI,Indian National Congress
1779,RAKESH DHARIWAL,Rashtriya Jatigat Aarakshan Virodhi Party
1780,BALBIR SINGH,Socialist Unity Centre Of India (COMMUNIST)
1781,ADVOCATE ADITYA DHANKHAR,Super Power India Party
1782,BISHAMBAR KUMAR,Independent
1783,SATISH KUMAR,Independent
1784,ARVIND,Independent
1785,YOGESH SHARMA,Independent
1786,SURENDER,Aam Aadmi Parivartan Party
1787,ARVIND KUMAR SHARMA,Independent
1788,KALAWATI,Independent
1789,LALIT KUMAR,Independent
1790,UDEVIR,Independent
1791,RAVINDER,Jannayak Janta Party
1792,MANISHA,Independent
1793,PARVEEN KUMAR,Independent
1794,MASTER RANDHIR SINGH,Independent
1795,VINAY,Independent
1796,SATISH KUMAR,Ekam Sanatan Bharat Dal
1797,DEEPENDER SINGH HOODA,Indian National Congress
1798,RAKESH SINGH,Rashtrawadi Janlok Party (Satya)
1799,DR. ARVIND KUMAR SHARMA,Bharatiya Janata Party
1800,JAGBIR SINGH,Bharatheeya Jawan Kisan Party
1801,SANJAY,Independent
1802,VINOD KUMAR,Peoples Party of India (Democratic)
1803,MANJEET,Independent
1804,VISHESH BAMEL,Bharatiya Asha Party
1805,JAIKARAN MANDAUTHI,Socialist Unity Centre Of India (COMMUNIST)
1806,JAGDISH,Independent
1807,SEEMA,Independent
1808,ENGINEER MAHAVIR SINGH YADAV,Independent
1809,JAI SINGH,Independent
1810,BHARAT BHUSHAN,Bhartiya Shakti Chetna Party
1811,BALWAN,Peoples Party of India (Democratic)
1812,SUBHASH,Rashtrawadi Janlok Party (Satya)
1813,SUNIL KUMAR SHARMA,Bahujan Samaj Party
1814,DHARAMBIR SINGH,Bharatiya Janata Party
1815,RAO DAN SINGH,Indian National Congress
1816,ANAND KUMAR,Bharatheeya Jawan Kisan Party
1817,HEMANT,Independent
1818,VARSHA,Independent
1819,BAHADUR SINGH,Jannayak Janta Party
1820,YOGBIR SINGH,Independent
1821,VED PRAKASH,Independent
1822,ROHTASH,Socialist Unity Centre Of India (COMMUNIST)
1823,RAJ BABBAR,Indian National Congress
1824,AJAY KUMAR,Independent
1825,KUSHESHWAR  BHAGAT,Independent
1826,VISHNU,Independent
1827,AKSHAT GAIT,Independent
1828,RAHUL YADAV FAZILPURIA,Jannayak Janta Party
1829,ANWAR,Social Democratic Party Of India
1830,VANDNA GULIYA,Right to Recall Party
1831,SORAB KHAN,Indian National Lok Dal
1832,VIJAY KHATANA,Bahujan Samaj Party
1833,SAMPOORN ANAND,Rashtriya Lokswaraj Party
1834,SAMAY SINGH,Independent
1835,ISHWAR SINGH SUTHANI,Peoples Party of India (Democratic)
1836,AKASH VYAS,Bhartiya Shakti Chetna Party
1837,RAO INDERJIT SINGH,Bharatiya Janata Party
1838,SINGH RAM,Independent
1839,DHARMENDER THAKRAN,Swayam Shashan Party
1840,AZAD SINGH,Independent
1841,VIJAY YADAV,Jan Sewak Kranti Party
1842,ASHOK JANGRA,Independent
1843,LAL CHAND YADAV,Bharatheeya Jawan Kisan Party
1844,COMRADE SARWAN KUMAR GUPTA,Socialist Unity Centre Of India (COMMUNIST)
1845,FAUJI JAI KAWAR TYAGI (DIXIT),Independent
1846,PANDIT SUMIT KUMAR SHARMA,AARAKSHAN VIRODHI PARTY
1847,SHAKILA HUSSAIN,Loktantrik Janshakti Party
1848,RANDHEER SINGH ALIAS DHEERU KHATANA,Akhil Bhartiya Kisan Majdoor Party
1849,NEERAJ JATAV,Independent
1850,SAWATANTAR SINGH CHAUHAN,Jan Shakti Dal
1851,SHIV NARAYAN BABA DUBEY,Kisan Mazdoor Sangharsh Party
1852,BRIJABALA,Peoples Party of India (Democratic)
1853,KRISHAN PAL,Bharatiya Janata Party
1854,ATUL,Independent
1855,RAJESH GAUTAM,Independent
1856,GIRRAJ,Independent
1857,BHARAT BHUSHAN KOLI,Rashtra Nirman Party
1858,KISHAN THAKUR,Bahujan Samaj Party
1859,GYAN CHAND BAINSLA,Samrat Mihir Bhoj Samaj Party
1860,MAHENDER PRATAP SINGH,Indian National Congress
1861,SUNIL TEWATIA,Indian National Lok Dal
1862,LEKHRAM DABANG,Independent
1863,MAHESH PRATAP SHARMA,Rashtriya Vikas Party
1864,SHYAM SUNDER SINGH,Bhartiya Shakti Chetna Party
1865,NALIN HOODA,Jannayak Janta Party
1866,HARI SHANKER RAJVANS,Adim Bhartiya Dal
1867,SWAMI RAJENDRA DEV JI,Independent
1868,SATAY DEO YADAV,Buland Bharat Party
1869,ADVOCATE SANJAY SHARMA,Independent
1870,DEV RAJ BHARDWAJ,Rashtriya Samaj Dal (R)
1871,BHUVNESH KUMAR,Rashtriya Devbhumi Party
1872,JEEVAN KUMAR,Akhil Bhartiya Parivar Party
1873,REKHA CHAUDHARY,Bahujan Samaj Party
1874,DR KEHAR SINGH,Independent
1875,ACHAL SINGH,Independent
1876,DR RAJEEV BHARDWAJ,Bharatiya Janata Party
1877,ANAND SHARMA,Indian National Congress
1878,NARAIN SINGH DOGRA,Himachal Janta Party
1879,RAKHEE GUPTA,Independent
1880,SUBHASH MOHAN SNEHI,Independent
1881,KANGNA RANAUT,Bharatiya Janata Party
1882,DINESH KUMAR BHATI,Independent
1883,VINAY KUAMR,Akhil Bhartiya Parivar Party
1884,NARENDER KUMAR,Rashtriya Devbhumi Party
1885,VIKRAMADITYA SINGH,Indian National Congress
1886,DR. PRAKASH CHAND BHARDWAJ,Bahujan Samaj Party
1887,ASHUTOSH MAHANT,Independent
1888,MAHESH  SAINI,Himachal Janta Party
1889,SUMIT RANA,Akhil Bhartiya Parivar Party
1890,SURENDER KUMAR GAUTAM,Independent
1891,NAND LAL,Independent
1892,JAGDEEP KUMAR,Rashtriya Devbhumi Party
1893,ANURAG SINGH THAKUR,Bharatiya Janata Party
1894,SUBEDAR MAJOR KULWANT SINGH PATIAL,Bharatheeya Jawan Kisan Party
1895,SATPAL RAIZADA,Indian National Congress
1896,ARUN ANKESH SYAL,Ekam Sanatan Bharat Dal
1897,GARIB DASS KATOCH,Independent
1898,GOPI CHAND ATTARI,Independent
1899,HEM RAJ,Bahujan Samaj Party
1900,RAMESH CHAND SARTHI,Independent
1901,Suresh Kumar Kashyap,Bharatiya Janata Party
1902,Vinod Sultanpuri,Indian National Congress
1903,Madan Lal,Akhil Bhartiya Parivar Party
1904,Suresh Kumar,Rashtriya Devbhumi Party
1905,Anil Kumar Manget,Bahujan Samaj Party
1906,ARUN KUMAR RAINA,Independent
1907,SHABIR AHMAD DAR,Independent
1908,FIRDOUS AHMAD BHAT,Independent
1909,SURAIYA NISSAR,Independent
1910,MUNIR AHMAD KHAN,Jammu and Kashmir Nationalist People's Front
1911,SHADIB HANIEF KHAN,Independent
1912,MOHAMMAD SULTAN GANAIE,Independent
1913,SYED AMEER SUHAIL,Independent
1914,SHAFEEQA BEGUM,Independent
1915,FAROOQ AHMAD BHAT,National Youth Party
1916,KHURSHEED AHMAD SHAH,Rashtriya Jankranti Party
1917,MEHRAJ UDDIN NAJAR,Independent
1918,MIR MOHAMMAD FAYAZ,Jammu & Kashmir Peoples Democratic Party
1919,OMAR ABDULLAH,Jammu & Kashmir National Conference
1920,MUSHTAQ AHMAD MIR,National Loktantrik Party
1921,NAZIR AHMAD SOFI,Independent
1922,PEERZADA MUDASIR RASHID SHAH,Jammu & Kashmir National Panthers Party (Bhim)
1923,SAJAD GANI LONE,Jammu & Kashmir People Conference
1924,HILAL AHMAD WAGAY,Independent
1925,MUZAFFAR HUSSAIN DAR,Independent
1926,ABDUL RASHID SHEIKH,Independent
1927,MUDASIR AHMAD TANTARY,Independent
1928,SAJAD AHMAD DAR,Independent
1929,JAHANGIR AHMAD SHEIKH,Independent
1930,JAVEED AHMAD WANI,Independent
1931,MOHD YOUSUF BHAT,Gana Suraksha Party
1932,AMIR AHMAD BHAT,Democratic Progressive Azad Party
1933,DR QAZI ASHRAF,Independent
1934,WAHEEDA TABASUM SHAH,Independent
1935,HAKIKAT SINGH,Jammu & Kashmir National Panthers Party (Bhim)
1936,AGA SYED RUHULLAH MEHDI,Jammu & Kashmir National Conference
1937,GHULAM MOHAMMAD WANI,Independent
1938,WASEEM HASSAN SHEIKH,Independent
1939,SAYIM MUSTAFA,Independent
1940,FAYAZ AHMAD BUTT,Independent
1941,RUBINA AKHTER,National Loktantrik Party
1942,RIYAZ AHMAD BHAT,Independent
1943,WAHEED UR REHMAN PARA,Jammu & Kashmir Peoples Democratic Party
1944,MOHAMMAD ASHRAF MIR,Jammu and Kashmir Apni Party
1945,AMIN DAR,Independent
1946,YOUNIS AHMAD MIR,Bharat Jodo Party
1947,SHAHNAZ HUSSAIN SHAH,Independent
1948,JIBRAN FIRDOUS DAR,Independent
1949,MIRZA SAJAD HUSSAIN BEIGH,Independent
1950,NISAR AHMAD AHANGAR,Independent
1951,SHEEBAN ASHAI,Independent
1952,DILIP KUMAR PANDITA,Independent
1953,MOHAMMAD MAQBOOL TELI,Garib Democratic Party
1954,ABDUL ROUF NAIK,Independent
1955,ARSHEED AHMED LONE,Jammu & Kashmir National Panthers Party (Bhim)
1956,IMTIYAZ AHMAD,National Loktantrik Party
1957,SUSHIL KUMAR SHARMA,Independent
1958,ABDUL RAOUF MALIK,Independent
1959,SHEIKH MUZAFAR AHMED,Jammu and Kashmir Nationalist People's Front
1960,ALI MOHAMMAD WANI,Independent
1961,SUDARSHAN SINGH,National Awami United Party
1962,BALDEV KUMAR,Independent
1963,MOHAMAD SALEEM PARAY,Democratic Progressive Azad Party
1964,IMRAN SHEIKH,Independent
1965,RAVINDER SINGH,Independent
1966,JAVAID AHMED,All India Forward Bloc
1967,GULSHAN AKHTER,Independent
1968,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party
1969,ZAFAR IQBAL KHAN MANHAS,Jammu and Kashmir Apni Party
1970,MIAN ALTAF AHMAD,Jammu & Kashmir National Conference
1971,MANOJ KUMAR,Ekam Sanatan Bharat Dal
1972,BALWAN SINGH,Jammu & Kashmir National Panthers Party (Bhim)
1973,DR PANKAJ SHARMA,Independent
1974,CH LAL SINGH,Indian National Congress
1975,RAJESH MANCHANDA,Independent
1976,MEHRAJ DIN,Independent
1977,SACHIN GUPTA,Independent
1978,MOHD ALI GUJJAR,Independent
1979,GHULAM MOHD SAROORI,Independent
1980,AMIT KUMAR,Bahujan Samaj Party
1981,SWARN VEER SINGH JARAL,Independent
1982,DR JITENDRA SINGH,Bharatiya Janata Party
1983,PRINCIPAL C D SHARMA,Independent
1984,PERSEEN SINGH,Independent
1985,NARESH KUMAR TALLA,Independent
1986,ATUL RAINA,Independent
1987,NARESH KUMAR CHIB,Jammu & Kashmir National Panthers Party (Bhim)
1988,VICKY KUMAR DOGRA,Independent
1989,GANESH CHOUDHARY,Hindustan Shakti Sena
1990,KARANJIT,Independent
1991,SATISH POONCHI,Independent
1992,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc
1993,RATTAN LAL,Jammu & Kashmir People Conference
1994,ANKUR SHARMA,Ekam Sanatan Bharat Dal
1995,DR PRINCE RAINA,Independent
1996,SURINDER SINGH,Independent
1997,BANSI LAL,Independent
1998,SHIKHA BANDRAL,National Awami United Party
1999,SWAMI DIVYA NAND,Jammu and Kashmir Nationalist People's Front
2000,RAMAN BHALLA,Indian National Congress
2001,SHABER AHMED,Independent
2002,RAJ KUMAR,Independent
2003,JUGAL KISHORE,Bharatiya Janata Party
2004,JAGDISH RAJ,Bahujan Samaj Party
2005,AJIT MARANDI,Rashtriya Jansambhavna Party
2006,MAHESH PAHARIYA,Independent
2007,DAUD MARANDI,All India Majlis-E-Ittehadul Muslimeen
2008,PAUL SOREN,All India Majlis-E-Ittehadul Muslimeen
2009,MARIYAM MARANDI,Bahujan Samaj Party
2010,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha
2011,TALA MARANDI,Bharatiya Janata Party
2012,DIPA TUDU,Independent
2013,MUNSHI KISKU,Navyug Pragatisheel Morcha
2014,SEBASTION HEMBROM,Independent
2015,KHALIFA KISKU,Peoples Party of India (Democratic)
2016,VINOD KUMAR MANDAL,Lokhit Adhikar Party
2017,LOBIN HEMBRAM,Independent
2018,GOPIN SOREN,Communist Party of India  (Marxist)
2019,LILI HANSDA,Samata Party
2020,MANOJ HEMBROM,Independent
2021,ALESH HANSDA,Indian National Socialistic Action Forces
2022,DR. SRILAL KISKU,Independent
2023,MUNNI HANSDA,Samata Party
2024,SITA MURMU,Bharatiya Janata Party
2025,SANJAY TUDU,Independent
2026,PARESH MARANDI,Bahujan Samaj Party
2027,NIRMAL SOREN,Independent
2028,BIREN MOHLI,Independent
2029,KAMISHNAR MURMU,Independent
2030,ANIL TUDU,Lokhit Adhikar Party
2031,BABYLATA TUDU,Independent
2032,SUSHANTI HEMBROM,Independent
2033,NALIN SOREN,Jharkhand Mukti Morcha
2034,BAGHRAI SOREN,Independent
2035,JONATHAN MARDI,Peoples Party of India (Democratic)
2036,RAJESH KISKU,Communist Party of India
2037,MAHASHON MURMU,Independent
2038,RAJU EMANUEL MURMU,Ambedkarite Party of India
2039,BAJRANGI MAHTHA,Bahujan Samaj Party
2040,MUKESH KUMAR JHA,Independent
2041,ARUN MARIK,Independent
2042,NILESH KUMAR GUPTA,Independent
2043,AVISEK ANAND JHA,Independent
2044,UDAY SHANKAR KHAWARE,Independent
2045,PRADEEP YADAV,Indian National Congress
2046,SURAJ KUMAR AMAN,Bhagidari Party(P)
2047,NISHIKANT DUBEY,Bharatiya Janata Party
2048,DR. K. RANGAIAH,Independent
2049,KALIPADA MURMU,Socialist Unity Centre Of India (COMMUNIST)
2050,KUMARI DILESHWARI,Ambedkarite Party of India
2051,BRAJKISHORE PANDIT,Akhil Bhartiya Manavadhikar Vichar Manch Party
2052,GYANESHWAR JHA,Jagrook Janta Party
2053,TIPLAL SAH,Lokhit Adhikar Party
2054,ARUN KUMAR,Nyaydharmsabha
2055,RAMESHWAR MANDAL,Peoples Party of India (Democratic)
2056,ANUP KUMAR,"Proutist Bloc, India"
2057,KETAN KUMAR,Right to Recall Party
2058,JAI PRAKASH SINGH BHOGTA,Independent
2059,VIKRANT KUMAR SINGH,Independent
2060,KRISHNA NAND TRIPATHI,Indian National Congress
2061,ARJUN KUMAR,Communist Party of India
2062,DR. ABHISHEK KUMAR SINGH,Independent
2063,NAGMANI,Bahujan Samaj Party
2064,LAW KUMAR PANDIT,Bhagidari Party(P)
2065,AMIT KUMAR SINGH,Independent
2066,DULESHWAR SAW,Bharatheeya Jawan Kisan Party
2067,BIMAL LAKRA,Ambedkarite Party of India
2068,ARJUN PRAJAPATI,Independent
2069,SUMIT KUMAR YADAV,Samata Party
2070,KALI CHARAN SINGH,Bharatiya Janata Party
2071,SANJAY KUMAR SNEHI,Lokhit Adhikar Party
2072,MAHESH BANDO,Bahujan Mukti Party
2073,YOGESH KUMAR SINGH,Independent
2074,SRIRAM SINGH,Independent
2075,DEEPAK KUMAR GUPTA,Independent
2076,KARMLAL ORAON,Peoples Party of India (Democratic)
2077,KAMDEO DIHO RANA,Rashtriya Jan Utkarsh Party
2078,MD ABUZAR KHAN,Independent
2079,CHANDAN KUMAR,Independent
2080,SUMIT KUMAR YADAV,Independent
2081,DARSHAN GANJHU,Jharkhand Party
2082,JITLAL KISKU,Independent
2083,JAYNARAYAN DAS,Bahujan Mukti Party
2084,AJAY KRISHNA,Moolniwasi Samaj Party
2085,SURENDRA KUMAR AGRAWAL,Independent
2086,MD. SAGIR,Independent
2087,JAI PRAKASH VERMA,Independent
2088,SITAN RABIDAS,Bahujan Samaj Party
2089,ANNPURNA DEVI,Bharatiya Janata Party
2090,RAMESHWAR PRASAD YADAV,Independent
2091,SAHADAT ANSARI,Independent
2092,MANOJ KUMAR,Independent
2093,RAJESH,Independent
2094,VINOD KUMAR SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation)
2095,AKLESHWAR SAW,Lokhit Adhikar Party
2096,ASHISH KUMAR,Right to Recall Party
2097,MD AINUL ANSARI,Bahujan Mukti Party
2098,GYANESHWAR PRASAD,Lokhit Adhikar Party
2099,USHA SINGH,Independent
2100,SUBHASH KUMAR THAKUR,Sarv Samaj Party
2101,CHANDRA PRAKASH CHOUDHARY,AJSU Party
2102,JAIRAM KUMAR MAHATO,Independent
2103,MATHURA PRASAD MAHATO,Jharkhand Mukti Morcha
2104,KAMAL PRASAD,Bahujan Samaj Party
2105,PAPPU KUMAR NISHAD,Bhartiya Lokmat Rashtrwadi Party
2106,KALAWATI DEVI,Independent
2107,SUNITA TUDU,Independent
2108,RAMESHWAR DUSADH,Independent
2109,SUBODH KUMAR YADAV,Independent
2110,PRAMOD RAM,Peoples Party of India (Democratic)
2111,DWARAKA PRASAD LALA,Independent
2112,SHIVJI PRASAD,Right to Recall Party
2113,AKBAR ALI,Akhil Bhartiya Parivar Party
2114,TRIDEV KR MAHTO,Independent
2115,MOHAMMAD TAFAZUL HUSSAIN,Independent
2116,ANUPAMA SINGH,Indian National Congress
2117,MOHAN SINGH,Bahujan Samaj Party
2118,MOHAMMAD FAISHAL KHAN,Independent
2119,RAJIB TIWARI,Socialist Unity Centre Of India (COMMUNIST)
2120,KRISHNA CHANDRA SINGH RAJ,Samata Party
2121,NITAI DUTTA,Independent
2122,TULSI MAHTO,Independent
2123,MD. EKLAK ANSARI,Independent
2124,SUNAINA KINNAR,Independent
2125,ANINDITA DAS,Independent
2126,JAGDISH RAWANI,Independent
2127,KAMASHEVAR PRA. VERMA,Independent
2128,REZAUL HAQUE,Lokhit Adhikar Party
2129,PERWEZ NEYYAR,Aazad Samaj Party (Kanshi Ram)
2130,PREM PRAKASH PASWAN,Independent
2131,DEEPAK KUMAR DAS,Peoples Party of India (Democratic)
2132,MD. ZAHIRUDDIN KHAN,Jan Sangharsh Virat Party
2133,MD. ZAHIRUDDIN KHAN,Independent
2134,LAKSHMI DEVI,Independent
2135,SANJAY KUMAR GIRI,Akhil Bharat Hindu Mahasabha
2136,UMESH PASWAN,Independent
2137,JANAK SAH GOND,Independent
2138,DULU MAHATO,Bharatiya Janata Party
2139,BINOD ORAON,Bahujan Mukti Party
2140,KOLESHWAR MAHTO,Independent
2141,HEMNTI DEVI,Samata Party
2142,SANTOSH KUMAR JAISWAL,Independent
2143,AINUL ANSARI,Independent
2144,PRABEEN CHANDRA MAHATO,Independent
2145,BIRENDRA NATH MANJHI,Abua Jharkhand Party
2146,RANJANA GIRI,Republican Party of India (A)
2147,HARINATH SAHU,Lokhit Adhikar Party
2148,MANOJ KUMAR,Bahujan Samaj Party
2149,RAMHARI GOPE,Ambedkarite Party of India
2150,SANJAY SETH,Bharatiya Janata Party
2151,SHYAM  BIHARI PRAJAPATI,Bhagidari Party(P)
2152,YASHASWINI SAHAY,Indian National Congress
2153,SOMA SINGH,Jai Maha Bharath Party
2154,SARWESHWARI SAHU,Ekam Sanatan Bharat Dal
2155,KAMESHWAR PRASAD SAW,Independent
2156,NIPU SINGH,Rashtriya Jansangharsh Swaraj Party
2157,PRAWEEN KACHHAP,Sampoorna Bharat Kranti Party
2158,DEVENDRA NATH MAHTO,Independent
2159,ARSHAD AYUB,Independent
2160,DHARMENDRA TIWARY,Bhartiya Jantantra Morcha
2161,MINTU PASWAN,Socialist Unity Centre Of India (COMMUNIST)
2162,MANORANJAN BHATTACHARYA,Independent
2163,DHANANJAY BHAGAT âGANDHIâ,Mera Adhikaar Rashtriya Dal
2164,ANJANI PANDEY,Independent
2165,PANKAJ KUMAR RAVI,Peoples Party of India (Democratic)
2166,SAMIR KUMAR MOHANTY,Jharkhand Mukti Morcha
2167,PRANAV KUMAR MAHTO,Bahujan Samaj Party
2168,SADHU CHARAN PAUL,Independent
2169,ANAND MUKHI,Independent
