Candidate_ID,Candidate_Name,Party_Name
6578,DONTHULA BIKSHAPATHI,Independent
6579,MOUTAM SAMPATH,Independent
6580,APPARAO KONDA,Rashtra Samanya Praja Party
6581,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,Social Justice Party of India
6582,PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress
6583,NARRA SUKHENDER REDDY,Vidhyarthula Rajakiya Party
6584,PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam
6585,R. SUBENDER SINGH,Independent
6586,VAISHNAVI PRASAD,Independent
6587,ANITHA REDDY SHEELAM,Bahujan Samaj Party
6588,YADISHWAR NAKKA,Telangana Republican Party
6589,BOIN DURGA PRASAD YADAV,Dharma Samaj Party
6590,KANTE SAYANNA,Independent
6591,RAGIDI LAXMA REDDY,Bharat Rashtra Samithi
6592,EATALA RAJENDER,Bharatiya Janata Party
6593,JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party
6594,RAJESH MISHRA,Independent
6595,THALLADA VENKATESWARLU,Independent
6596,BHARATHA SUDARSHAN,Independent
6597,PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent
6598,LUNAVATH HARI RAM,Independent
6599,MD KHALEEL UZ ZAMA,Independent
6600,GANESH BHARGAVI GUNDE,Jai Bharat National Party
6601,MOHAMMED AYUB ALI,Anna YSR Congress Party
6602,DR.  BASWANANDAM DANDEPU,Bahujan Samaj Party
6603,ANDRAPU SUDARSHAN,Independent
6604,RAASALA VINOD KUMAR,Dharma Samaj Party
6605,CHEEKATI BHUPAL GOUD,All India Backward People Sunami Party
6606,MOHAMMED IBRAHIM AHMED,Independent
6607,MOHAMMED RAFIUDDIN KALEEM,All India Majlis-E-Inquilab-E-Millat
6608,KOLISETTY SHIVA KUMAR,Yuga Thulasi Party
6609,SAPAVAT SUMAN,Independent
6610,IBRAHIM KHAN,Independent
6611,JUNAID ANAM SIDDIQUI,Independent
6612,BOGGULA SUNIITHHA,Independent
6613,KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party
6614,MOHAMMED FASI UDDIN,Independent
6615,BATHULA RAVI,Independent
6616,KONDOJU MOHAN,Independent
6617,K. MURALI KRISHNA,Independent
6618,DANAM NAGENDER,Indian National Congress
6619,SARARAPU SRISAILAM,Telangana Rajya Samithi
6620,V. K. VIJAYA LAKSHMI,Independent
6621,PAGIDIPALLI SHYAMSON,Viduthalai Chiruthaigal Katchi
6622,GOWLIKAR SONY,Social Justice Party of India
6623,UTTAM PRAVEEN KUMAR,Independent
6624,REDDYMALLA PARVATHI,Independent
6625,PAMPARI NARENDER,Independent
6626,MOHAMMED AKRAM ALI KHAN,Independent
6627,VELAMARTHI. RAVI KIRAN,Independent
6628,PULIMAMIDI VENKATESH GUPTA,Independent
6629,BOMMAKANTI SOWMYA,Pyramid Party of India
6630,SYED KHADER,Independent
6631,P C LINGANNA,Independent
6632,KRUPAVARAM GANDU,Independent
6633,DEVENDAR KONNE,Independent
6634,SANGALA FLORY,Independent
6635,MACHCHERLA VENKATA REDDY,Independent
6636,R.S.J. THOMAS,Jai Swaraj Party
6637,MOHAMMED ABDUL AZEEM,Independent
6638,B . SUNITHA RANI,Socialist Party (India)
6639,PADMA RAO . T,Bharat Rashtra Samithi
6640,DR. R. GANGADHAR,Socialist Unity Centre Of India (COMMUNIST)
6641,G. KISHAN REDDY,Bharatiya Janata Party
6642,CHALIKA CHANDRA SEKHAR,Independent
6643,SATTI SHABABU REDDY,Independent
6644,DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi
6645,AMJAD KHAN,Independent
6646,MADHAVI LATHA KOMPELLA,Bharatiya Janata Party
6647,SALVERU RAMESH,Indian Praja Congress
6648,ASHOK KUMAR MAMBA,Maa Telangana Party
6649,GADDAM HARISH GOUD,Dharma Samaj Party
6650,ANIL SEN,Independent
6651,KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat
6652,DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party
6653,K.S.KRISHNA,Bahujan Samaj Party
6654,CHAITANYA KUMAR REDDY PELLAKURU,Independent
6655,SYED ANWAR,United States of India Party
6656,SYED ANWAR,Independent
6657,MEKALA RAGHUMA REDDY,Yuga Thulasi Party
6658,MOHAMMED WALIULLAH SAMEER,Indian National Congress
6659,SILIVERU NARESH,Telangana Jaghir Party
6660,SHAIK BASHA,Dalita Bahujana Party
6661,SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi
6662,M.K.AHMED,Independent
6663,SARAF TULASI GUPTA,Praja Ektha Party
6664,ANDE USHA KANNA,Bahujan Mukti Party
6665,J.SHYAMSUNDER RAO,Independent
6666,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen
6667,RAMESH KUMAR MATANGI,Sakala Janula Party
6668,V.SHANKER,Yuva Taram Party
6669,L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party
6670,AMBI HANUMANTH RAO,Socialist Party (India)
6671,M.JOHNSON,All India Mahila Empowerment Party
6672,JAMEEL SAYED,Alliance of Democratic Reforms Party
6673,SERUBAI VASANTH KUMAR,Rashtra Samanya Praja Party
6674,CHINTALAGARI VENKAT SWAMY,Blue India Party
6675,RANJIT REDDY GADE,Revolutionary Socialist Party
6676,JALEEL AHMED,Independent
6677,G MALLESHAM GOUD,Independent
6678,KAVALI SUKUMAR,Independent
6679,NARASIMHA REDDY DYAPA,Telangana Republican Party
6680,ANJANEYULU NEERATI,Independent
6681,MOHAMMAD RIAZUR REHMAN SHAIK,Independent
6682,ANKAGALA PRAVEEN KUMAR,Independent
6683,PALAMAKULA MADHU,India Praja Bandhu Party
6684,DURGA PRASAD T,Praja Velugu Party
6685,KONDA VISHVESHWAR REDDY,All India Forward Bloc
6686,DR GADDAM RANJITH REDDY,Indian National Congress
6687,EESARI SURYAPRAKASH REDDY,Independent
6688,P GOVIND,Bahujan Mukti Party
6689,JANAPALA DURGA PRASAD,Independent
6690,PHANI PRASAD KATAKAM,Social Justice Party of India
6691,MOHD SHAKEEL,Desh Janhit Party
6692,KATHULA YADAIAH,Independent
6693,SUGURU SRINIVAS,Jai Swaraj Party
6694,MOHAMMED IQBAL,Independent
6695,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party
6696,SAHITHI DASARI,Independent
6697,MOHAMMED ALI,Independent
6698,SRIDEVI M,Alliance of Democratic Reforms Party
6699,GOVIND LAL,Independent
6700,RAMULU BINGI,Yuga Thulasi Party
6701,MOHAMMAD PASHA,Independent
6702,KASANI GYANESHWAR KASANI,Bharat Rashtra Samithi
6703,VISHWAKARMA SAPTHAGIRI,Independent
6704,SUDHAKAR VANAM,Marxist Communist Party of India (United)
6705,GONE SRINIVAS REDDY,Independent
6706,THOTLA RAGHAVENDER MUDIRAJ,Dharma Samaj Party
6707,MOHAMMED ABDUL QAVI ABBASI,All India Majlis-E-Inquilab-E-Millat
6708,KANDIKEKAR SRINIVAS,Independent
6709,MOHAMMED SALEEM,Rashtriya Praja Congress  (Secular)
6710,V PANDU,Independent
6711,AMIR SAJID,Independent
6712,MOHAMMED AFSAR QUDOOS,Independent
6713,SANEM RAJU GOUD,Praja Ektha Party
6714,MOHAMMED SALEEM,Independent
6715,MOHAMMED MUSTAFA RIZWAN,Independent
6716,B V RAMESH NAIDU,Socialist Party (India)
6717,KURA VENKATAIAH,Independent
6718,MARLA ANJANEYULU,Jai Swaraj Party
6719,A. SRINIVASULU,Independent
6720,KINNERA YADAGIRI,Independent
6721,K. UDAY TEJ NAIK,Independent
6722,M. NAVEEN REDDY,Independent
6723,SANGEPAGA SAROJANAMMA,Independent
6724,GANTLAVELLI RAKESH,Dharma Samaj Party
6725,KARUKONDA SRINIVAS YADAV,Independent
6726,KADINTI SHANKAR REDDY,Viduthalai Chiruthaigal Katchi
6727,CHALLA VAMSHI CHAND REDDY,Indian National Congress
6728,ANDHARI ANJAIAH,Independent
6729,HARINDER REDDY MALLELA,Independent
6730,MOHD ALAUDDIN,Bahujan Samaj Party
6731,VENKATA RAMANA,Independent
6732,VENKATESWARLU TALLADA,Alliance of Democratic Reforms Party
6733,VIJAYA,Independent
6734,DINESH,Independent
6735,HANUMESH,Independent
6736,MUDAVATH BALARAJU NAIK,Independent
6737,NADIMINTI SRINIVASULU,Independent
6738,MANNE SRINIVAS REDDY,Bharat Rashtra Samithi
6739,PULLANGARI SANDEEP KUMAR REDDY,Independent
6740,ARUNA. D. K,Bharatiya Janata Party
6741,BANDA SATYANARAYANA,Independent
6742,GOVINDAMMA,Independent
6743,B. RAVINDER,Social Justice Party of India
6744,NARESH REDDY,Telangana Jaghir Party
6745,ANEESUR RAHMAN,Bahujan Mukti Party
6746,VISHNU VARDHAN REDDY THAPALAKINDHI,Independent
6747,UMASHANKAR NEMMIKANTI,Independent
6748,PAKIRA RAMULU,Independent
6749,AYYAPPA SUNIL,Rashtriya Praja Congress  (Secular)
6750,PULJALA BALAIAH,Independent
6751,BIKSHAPATHI LANDA,Independent
6752,BESAMOLLA  YOSEF,Bahujan Samaj Party
6753,DASARI BHARATHI,Viduthalai Chiruthaigal Katchi
6754,GADDAM VIJAY,Bahujan Mukti Party
6755,DR.R.S.PRAVEEN KUMAR,Bharat Rashtra Samithi
6756,GALIMUDI GEETHA,Independent
6757,BUDDHULA SRINIVAS,Independent
6758,BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party
6759,AMARNATH,India Praja Bandhu Party
6760,VAGGU VINAY,Vidhyarthula Rajakiya Party
6761,KARNE. SHIREESHA @ BARRELAKKA,Independent
6762,AMBOJU RAVI,Alliance of Democratic Reforms Party
6763,PALADHI NAGARAJU,Independent
6764,DR.MALLU RAVI,Indian National Congress
6765,PILLELA SRIKANTH,Independent
6766,PRASANGI,Pyramid Party of India
6767,JANAIAH NANDIPATI,Telangana Sakalajanula Party
6768,KINNERA YADAIAH,Independent
6769,LINGAM KRISHNA,Independent
6770,RAMESH SUNKARA,Independent
6771,MARRI NEHEMIAH,Independent
6772,GOLI SAIDULU,Independent
6773,KUNDARAPU SRIKANTH,Independent
6774,SHIRISHALA SRINAIAH,Independent
6775,SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party
6776,RACHA SUBHADRA REDDY,Socialist Party (India)
6777,PANUGOTU LALASINGH,Independent
6778,ANJAIAH VIRIGINENI,Bahujan Samaj Party
6779,KUNDURU RAGHUVEER,Indian National Congress
6780,VASKULA MATTAIAH,Marxist Communist Party of India (United)
6781,KANCHARLA KRISHNA REDDY,Bharat Rashtra Samithi
6782,THALARI RAMBABU,Dharma Samaj Party
6783,RAVI PALAKURI,Independent
6784,POLISHETTY VENKATESHWARLU,Independent
6785,MARAM VENKAT REDDY,Independent
6786,KUKKALA VENKANNA,Independent
6787,NAGARAJU BANDARU,Independent
6788,CHOLLETI PRABHAKAR,Independent
6789,JANGA. SUJATHANAVEEN REDDY,Independent
6790,MALLEBOINA PARAMESH YADAV,Independent
6791,LINGIDI. VENKATESWARLU,Prajavani  Party
6792,MAHAMD JAHANGIR,Communist Party of India  (Marxist)
6793,KARINGULA YADAGIRI,Independent
6794,KONGARI LINGA SWAMY,Dharma Samaj Party
6795,KANDE. RAMARAJU,Independent
6796,BUSHIPAKA VENKATAIAH,Independent
6797,KOTHOJU SRINIVASU,National Maha Sabha Party
6798,CHAMALA KIRAN KUMAR REDDY,Indian National Congress
6799,ERRA SURYAM,Viduthalai Chiruthaigal Katchi
6800,NARENDRAA VEMULA,Jai Swaraj Party
6801,DR : MORIGADI KRISHNA,Independent
6802,AITARAJU ABENDER,Bahujan Samaj Party
6803,VARIKUPPALA. KRISHNA VADDERA,Independent
6804,NUNE VENKAT SWAMY,Independent
6805,UDARI MALLESH,Independent
6806,ANIL KUMAR GADEPAKA,Independent
6807,DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party
6808,DHERAVATH GOPI NAIK,Jai Maha Bharath Party
6809,V. SADANANDA REDDY,People Protection Party
6810,AMIREDDY KIRAN REDDY,Independent
6811,PULIGILLA BIXAPATHI YADAV,National Nava Kranthi Party
6812,KARUNAKAR REDDY NALLA,Jai Bharat National Party
6813,KANDADI. MANIPAL REDDY,Telangana Republican Party
6814,KYAMA MALLESH,Bharat Rashtra Samithi
6815,M. GANESH,Pyramid Party of India
6816,POOSA SRINIVAS,Telangana Rashtra Punahnirmana Samithi
6817,ASURA BALU,Independent
6818,TARIGOPPULA MAHENDER,Social Justice Party of India
6819,RAMESH GOUD THALLAPELLY,Alliance of Democratic Reforms Party
6820,PENTA RAMESH,Independent
6821,"KONGARI, MALLAIAH",Independent
6822,BASHABOINA LAKSHMAIAH,Independent
6823,KADIRE KIRAN KUMAR,Bahujan Republican  Socialist Party
6824,CHANDU NAYAK MEGAVATH,Independent
6825,NARRI. SWAMY KURUMA,Independent
6826,BETHI NARENDER,Independent
6827,GANNARAPU RAVINDER,Independent
6828,GANIPAKA PRADEEP,Independent
6829,RK GANAPURAM,Independent
6830,THANDRA ESHWAR,Independent
6831,DHAYAKAR GAJJI,Independent
6832,CHILUMULLA SUJATHA,Independent
6833,AROORI RAMESH,Bharatiya Janata Party
6834,MANGALAPELLI ASHAIAH,Independent
6835,S P K  SAGAR,Jai Maha Bharath Party
6836,Dr GADAM MALLESH,Jai Bharat National Party
6837,MEKALA SUMAN,Dharma Samaj Party
6838,KOTHAPALLI SAVITHRI,Marxist Communist Party of India (United)
6839,KALPANA PANJA,Bahujan Samaj Party
6840,BASHIPAKA SUDHAKAR,Independent
6841,GADDAM CHIRANJEEVI,Independent
6842,ROOPA POLEPAKA,Independent
6843,Dr. MARAPALLY SUDHEER KUMAR,Bharat Rashtra Samithi
6844,PASULA RAVI,Republican Party of India (Athawale)
6845,MOTHKUPELLY PRABHAKAR,Independent
6846,BOLLAM VIJAY KUMAR,Independent
6847,THATIKAYALA SATHISH BABU,Independent
6848,DEVARAJU PENDELA,Rashtriya Praja Congress  (Secular)
6849,PUTTA VINOD KUMAR,Independent
6850,BOCHU RAJU,Independent
6851,CHILUVERU PRATHAP,Independent
6852,MANDA NARESH,Independent
6853,KADIYAM KAVYA,Indian National Congress
6854,BUNGA JYOTHI RAMANA,Aihra National Party
6855,PAITHARA ACHYUTH,Independent
6856,KOYYADA NARESH,Independent
6857,PRAMEELA JANNU,Independent
6858,KONGARA ANIL KUMAR,Independent
6859,MACHA DEVENDER,Viduthalai Chiruthaigal Katchi
6860,POTHARAJU NARASIMHARAJU,Independent
6861,POGULA ASHOK,Independent
6862,RAMESH BABU SHANIGARAPU,Independent
6863,THALLAPALLY VENKATAIAH,Independent
6864,BARIGELA SHIVA,Independent
6865,S P K  SAGAR,Independent
6866,AR NENA PREM READY RIPEEKA,Mana Telangana Rashtra Samaikya Party
6867,AR NENA PREM READY RIPEEKA,Independent
6868,NARMADA PRAVEEN,Pyramid Party of India
6869,AMBOJU BUDDAIAH,Alliance of Democratic Reforms Party
6870,BODA PRASHANTH,Independent
6871,BANOTH PREM NAYAK [BPN],Independent
6872,DV NAIK,Independent
6873,GUGULOTH SHEKAR NAIK,Independent
6874,ARUN KUMAR MYPATHI,All India Forward Bloc
6875,KONETI SUJATHA,Bahujan Samaj Party
6876,RAVVA. BHADRAMMA,Dharma Samaj Party
6877,ANIL KUMAR BODA,Independent
6878,BURKA KRISHNAVENI,Socialist Party (India)
6879,KAVITHA MALOTH,Bharat Rashtra Samithi
6880,VANKUDOTHU RAVI KUMAR (RAVANNA),Telangana Jaghir Party
6881,SOYAM KANNA RAJU,Gondvana Gantantra Party
6882,PROFESSOR. AZMEERA SEETARAM NAIK,Bharatiya Janata Party
6883,BANOTHU LINGANNA,Blue India Party
6884,SODE VENKATESWARLU,Gondwana Dandkaranya Party
6885,BANOTH LINGYA NAIK,Independent
6886,BALRAM NAIK PORIKA,Indian National Congress
6887,PAYAM.SINGARAJU,Independent
6888,MOKALLA MURALIKRISHNA,Independent
6889,CHANDA LINGAIAH,Independent
6890,PADIGA YARRAIAH,Independent
6891,DURGA PALVANCHA,Independent
6892,RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party
6893,SHAIK MOHMED RASOOL,Independent
6894,M. RAVI CHANDAR CHOWHAN,Independent
6895,THAMBALLA RAVI,Independent
6896,BANDARU NAGARAJU,Independent
6897,CHILAKABATHINI STALIN,Telugu Rajadhikara Samiti Party
6898,CHILAKABATHINI STALIN,Independent
6899,GANGIREDDY KOTI REDDY,Independent
6900,SHAIK KHALEEL PASHA,Independent
6901,SHAIK BAJI BABA,Independent
6902,NAGESWARA RAO LAKAVATH,All India National Raksha Sena
6903,ULLENGALA YADAGIRI,Independent
6904,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress
6905,MALAMPATI SURYANARAYANA,Independent
6906,BHATTU SRINIVAS,Jai Bharat National Party
6907,MUTYAM ARJUNA RAJU,Independent
6908,NAMA NAGESWARA RAO,Bharat Rashtra Samithi
6909,KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party
6910,NAGESWARA RAO LAKAVATH,Independent
6911,SHAIK AJJULU,Independent
6912,VASAM RAMAKRISHNA DORA,Independent
6913,ADVOCATE YERRA KAAMESH,Bahujan Samaj Party
6914,LINGALA RAVI KUMAR,Independent
6915,PAPETLA RAMAMURTHY,Sakala Janula Party
6916,VINOD RAO TANDRA,Bharatiya Janata Party
6917,SHAIK SIRAJUDDIN,Independent
6918,KASIMALLA NAGESWARA RAO,Independent
6919,AVUTAPALLI RAMBABU,Independent
6920,ANANDA PRASAD KASINA,Pyramid Party of India
6921,KATUKOJWALA NAGESWAR RAO,Independent
6922,ANWAR RAICE,Socialist Party (India)
6923,MADDISETTY YERRAPPA @ AJAY,Independent
6924,EDURUGATLA CHITTI MALLU,Independent
6925,ANTHONI SURESH,Bahujana Left Party
6926,TEJAVATH JOGRAM NAIK,Independent
6927,LINGAIAH DANDA,Independent
6928,KUKKALA NAGAIAH,Alliance of Democratic Reforms Party
6929,BIPLAB KUMAR DEB,Bharatiya Janata Party
6930,ASISH KUMAR SAHA,Indian National Congress
6931,BRAJALAL DEBNATH,Bahujan Mukti Party
6932,ARUN KUMAR BHAUMIK,Socialist Unity Centre Of India (COMMUNIST)
6933,ARNAB ROY,Republican Party of India (A)
6934,BALARAM DEBBARMA,Independent
6935,BRAJALAL DEBNATH,Independent
6936,RAMENDRA REANG,Independent
6937,GOURI SANKAR NANDI,Independent
6938,MILAN PADA MURASING,Independent
6939,SANTOJOY TRIPURA,Independent
6940,SHIB CHANDRA DEBBARMA,Independent
6941,ARCHANA URANG,Independent
6942,SATRUGHNA JAMATIA,Independent
6943,RAJENDRA REANG,Communist Party of India  (Marxist)
6944,KALPA MOHAN TRIPURA,Independent
6945,DARSHAN KUMAR REANG,Independent
6946,KRISHNA MOHAN JAMATIA,Independent
6947,KRITI DEVI DEBBARMAN,Bharatiya Janata Party
6948,KAMRAN,Independent
6949,RAGHAV LAKHANPAL,Bharatiya Janata Party
6950,TASMEEM BANO,Independent
6951,MOHD INAM,Akhil Bhartiya Parivar Party
6952,MAJID ALI,Bahujan Samaj Party
6953,SHAHBAJ,Independent
6954,IMRAN MASOOD,Indian National Congress
6955,SHABNAM,Independent
6956,RASHID KHAN,Independent
6957,MOHD KADIR,Independent
6958,NAND KISHOOR,Aapki Apni Party (Peoples)
6959,VIKRAM SINGH,Independent
6960,SHOKINDER KUMAR,Independent
6961,VIKAS KUMAR,Independent
6962,YOGESH,Independent
6963,PRADEEP KUMAR,Bharatiya Janata Party
6964,JAHID,Social Democratic Party Of India
6965,OMBEER,Azad Adhikar Sena
6966,MANOJ RANA,Independent
6967,VIKRAM SAINI,Akhand Bharat Swatantra Party
6968,SRIPAL,Bahujan Samaj Party
6969,PRITI KASHYAP,Rashtriya Mazdoor Ekta Party
6970,IQRA CHOUDHARY,Samajwadi Party
6971,MANUJ VERMA,Independent
6972,RESHU SHARMA,Independent
6973,SUNIL TYAGI,Independent
6974,SHASHIKANT SHAMAR,Independent
6975,ANKUR,Independent
6976,BIRBAL SINGH,Vishal Janta Party
6977,KAVITA,Rashtrawadi Janlok Party (Satya)
6978,DARA SINGH PRAJAPATI,Bahujan Samaj Party
6979,NEEL KUMAR,Jai Samta Party
6980,SANJEEV KUMAR BALYAN,Bharatiya Janata Party
6981,HARENDRA SINGH MALIK,Samajwadi Party
6982,ZAHEER,Independent
6983,ABDUL BARI,Jai Samta Party
6984,CHANDAN SINGH,Independent
6985,DEEPAK KUMAR,Independent
6986,DEEPAK,Samajwadi Party
6987,MOHD. SHAHJAD,Independent
6988,CHANDAN CHAUHAN,Rashtriya Lok Dal
6989,FARMAN,Majloom Samaj Party
6990,VIJENDER SINGH,Bahujan Samaj Party
6991,RAJAPAL,Peoples Party of India (Democratic)
6992,RAMDHAN SINGH,Majdoor Kisan Union Party
6993,SANJEEV KUMAR,Independent
6994,JOGENDRA,Independent
6995,OM KUMAR,Bharatiya Janata Party
6996,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram)
6997,MANOJ KUMAR,Samajwadi Party
6998,SURENDRA PAL SINGH,Bahujan Samaj Party
6999,AJAY YADAV,Apna Haq Party
7000,SHAKIL AHMED,Samata Party
7001,GANGARAM SHARMA,Rashtriya Congress(J) Party
7002,RUCHI VIRA,Samajwadi Party
7003,MUSHARRAT HUSAIN,Independent
7004,AMARJEET SINGH JATAV,Independent
7005,MOHD JAMSHED,Independent
7006,HAR KISHORE SINGH,Socialist Unity Centre Of India (COMMUNIST)
7007,MO IRFAN,Bahujan Samaj Party
7008,ONKAR SINGH,Bharatiya Bahujan Samta Party
7009,SADHNA SINGH,Independent
7010,KUNWAR SARVESH KUMAR,Bharatiya Janata Party
7011,MEHMOOD PRACHA,Independent
7012,MOHIBBULLAH,Samajwadi Party
7013,ARSHAD WARSI,Minorities Democratic Party
7014,ZEESHAN KHAN,Bahujan Samaj Party
7015,GHANSHYAM SINGH LODHI,Bharatiya Janata Party
7016,SHIV PRASAD,Independent
7017,WASEEM SO MOH SHAMIM,Independent
7018,PAVAN KUMAR,Log Party
7019,MAHANDRA SINGH,Independent
7020,ZIA UR REHMAN,Samajwadi Party
7021,MOHD WASEEM SO MOHD FAREED,Independent
7022,JAYGAMUL ISLAM,Janta Shashan Party
7023,ANUJ VARSHNEY,Independent
7024,PARMESHWAR LAL SAINI,Bharatiya Janata Party
7025,SANTOSH,Kisan Kranti Dal
7026,TAUFIK AHAMAD,Independent
7027,DR RASHID,Peace Party
7028,CHAUDHARY SAULAT ALI,Bahujan Samaj Party
7029,SUHEL HAIDER,Akhil Bhartiya Parivar Party
7030,NAEEMUDDIN,Independent
7031,DHANISH,Independent
7032,JEETPAL RANA,Independent
7033,MUJAHID HUSAIN,Bahujan Samaj Party
7034,KASHIF HUSAIN,Independent
7035,KUNWAR DANISH ALI,Indian National Congress
7036,KUMDESH KUMAR,Independent
7037,NARENDRA SINGH,Independent
7038,KANWAR SINGH TANWAR,Bharatiya Janata Party
7039,KUSHAGRA,Independent
7040,SUNITA VERMA,Samajwadi Party
7041,HAJI  AFZAL,Sabse Achchhi Party
7042,ABID HUSAIN,Social Democratic Party Of India
7043,LIYAKAT,Majloom Samaj Party
7044,DR HIMANSHU BHATNAGAR,Jai Hind National Party
7045,DEVVRAT KUMAR TYAGI,Bahujan Samaj Party
7046,ARUN GOVIL,Bharatiya Janata Party
7047,BHUPENDRA PAL URF BHUPPI BHAI,Rashtriya Shoshit Samaj Party
7048,SUKHVIR SINGH,Swatantra Jantaraj Party
7049,AMARPAL,Samajwadi Party
7050,RUBY KASHYAP,Sarvjan Lok Shakti Party
7051,PRAVEEN BANSAL,Bahujan Samaj Party
7052,MUKESH KUMAR SHARMA,Azad Adhikar Sena
7053,MAHENDER SINGH,Sarvjan Samta Party
7054,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal
7055,ANAND KUMAR,Rashtra Nirman Party
7056,NAMAHA,Samaj Vikas Kranti Party
7057,AURANGJEB,Independent
7058,ABHISHEK PUNDIR,Independent
7059,KAVITA,Independent
7060,DOLLY SHARMA,Indian National Congress
7061,ATUL GARG,Bharatiya Janata Party
7062,ANSUL GUPTA,Rashtriya Jan Karmath Party
7063,NAND KISHOR PUNDIR,Bahujan Samaj Party
7064,RAVI KUMAR PANCHAL,Independent
7065,AVDESH KUMAR,Independent
7066,POOJA SAXENA,Right to Recall Party
7067,DHIRENDRA SINGH BHADAURIYA,Subhashwadi Bhartiya Samajwadi Party (Subhas Party)
7068,NATTHUSINGH CHAUDHARY,Independent
7069,BHIM PRAKASH JIGYASU,Viro Ke Vir Indian Party
7070,PARAG KAUSHIK,Independent
7071,KM. SHALU,Loktantrik Janshakti Party
7072,RAJEEV MISHRA,Jai Hind National Party
7073,NARESH NAUTIYAL,Bhartiya Rashtriya Jansatta
7074,MANISH KUMAR DWIVEDI,Akhil Bhartiya Parivar Party
7075,MOHD. MUMTAJ AALAM,Independent
7076,DR. MAHESH SHARMA,Bharatiya Janata Party
7077,SHIVAM ASHUTOSH,Independent
7078,RAN SINGH DUDEE,Super Power India Party
7079,MAHKAR SINGH,Independent
7080,NARAVEDASHVAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party)
7081,RAJENDRA SINGH SOLANKI,Bahujan Samaj Party
7082,KISHOR SINGH,National Party
7083,DR. MAHENDRA SINGH NAGAR,Samajwadi Party
7084,RAJESH TUREHA,Rishivadi Karm Sheel Young Parmarthi Party
7085,SONAM BHARTI,Independent
7086,SHIVRAM,Indian National Congress
7087,GIRISH CHANDRA,Bahujan Samaj Party
7088,DR BHOLA SINGH,Bharatiya Janata Party
7089,RAJ KUMAR,Rashtriya Shoshit Samaj Party
7090,SATISH KUMAR,Swatantra Jantaraj Party
7091,DILEEP SHARMA AD.,Independent
7092,HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Bahujan Samaj Party
7093,RAJESH KUMAR,Independent
7094,GYANI RAM,Independent
7095,BIJENDRA SINGH,Samajwadi Party
7096,SURENDRA,Moulik Adhikar Party
7097,KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Independent
7098,MANOJ KUMAR ALIAS MANOJ LODHI,Saman Adhikar Party
7099,MANOJ KUMAR SHARMA ADVOCATE,Loktantrik Janshakti Party
7100,MAHESH CHANDRA SHARMA,Independent
7101,SATISH KUMAR GAUTAM,Bharatiya Janata Party
7102,MUNNALAL JATAV,Independent
7103,RAVI KUMAR,Independent
7104,JASVEER VALMIKI,Samajwadi Party
7105,DINESH SAI,Independent
7106,HEMBABOO DHANGAR,Bahujan Samaj Party
7107,RAJPAL SINGH,Independent
7108,GHANSHYAM SINGH,Swaraj Bhartiya Nyay Party
7109,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party
7110,DR. JAYVEER SINGH DHANGAR,Rashtra Uday Party
7111,JAYPAL MAHOR,Independent
7112,KSHETRA PAL SINGH,Independent
7113,MONI FALHARI BAPU,Independent
7114,SHIKHA SHARMA,Independent
7115,BHANU PRATAP SINGH,Independent
7116,KAMAL KANT SHARMA,Independent
7117,MUKESH DHANGAR,Indian National Congress
7118,YOGESH KUMAR TALAN,Independent
7119,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party
7120,SURESH SINGH,Bahujan Samaj Party
7121,JAGDISH PRASAD KAUSHIK ADVOCATE,Rashtriya Samta Vikas Party
7122,DR. RASHMI YADAV,Independent
7123,RAVI VERMA,Independent
7124,SURESH CHANDRA VAGHEL,Rashtriya Shoshit Samaj Party
7125,PRAVESHANAND PURI,Independent
7126,JITENDRA GAUTAM,Lokpriya Rashtrawadi Party
7127,SARVESH KUMAR,Bharatiya Majdoor Janta Party
7128,POOJA,Independent
7129,MAHENDRA SINGH,Independent
7130,KULDEEP KUMAR,Bharatiya Kisan Parivartan Party
